file_name,category,raw_ovrl,raw_sig,raw_bak,mossformer_ovrl,mossformer_sig,mossformer_bak,frcrn_se_ovrl,frcrn_se_sig,frcrn_se_bak,demucs_ovrl,demucs_sig,demucs_bak,denoiser_ovrl,denoiser_sig,denoiser_bak,resemble_ovrl,resemble_sig,resemble_bak
002-0.mp3,Control,1.6103113208498274,2.174437011991228,1.8616632904325212,2.660306453704834,3.1138275350843156,4.136054345539638,2.3482770579201833,2.8591112409319197,3.85879533631461,2.7149200439453125,3.1920627866472517,3.847436087472098,2.7396360465458462,3.1027280603136336,4.284850222723825,2.0177488156727383,2.638599991798401,2.5703064714159285
002-1.mp3,Control,1.7171555360158284,2.3811826176113553,1.7706754604975383,2.894183529747857,3.3483286963568792,4.072934177186754,2.338571998808119,2.843210299809774,3.97530198097229,2.3090806802113852,3.0388393667009144,2.9168724483913846,2.7757791413201227,3.1120484140184193,4.23586893081665,2.684691588083903,3.223356326421102,3.627093209160699
002-2.mp3,Control,2.1229075723224216,2.7940751446617975,3.1679624716440835,2.5615170266893177,3.03416191207038,4.076078335444133,2.0890782939063177,2.743766095903185,3.0505186451805963,2.574175715446472,3.045040104124281,3.978543414009942,2.4634438620673285,2.899635500378079,4.171554777357313,2.406588157018026,2.9735942681630454,3.623575131098429
002-3.mp3,Control,2.1624515453974404,3.045595000187556,2.1551037232081094,2.9294763803482056,3.5440106987953186,3.575932562351227,3.031394769748052,3.5569754441579184,3.6981494029363,2.3774169087409973,3.1525663634141288,2.6098896265029907,3.2501074075698853,3.56785649061203,4.125858108202617,2.8955166935920715,3.564173698425293,3.3919344544410706
006-2.mp3,Control,2.408818769454956,3.1419093370437623,2.5167775392532348,3.29194917678833,3.6902809619903563,4.063495731353759,3.270793104171753,3.7742157936096192,3.8960416316986084,3.01704683303833,3.6789041996002196,3.3978927612304686,3.291361618041992,3.559284734725952,4.245728969573975,3.2012229442596434,3.650506925582886,3.861216974258423
006-3.mp3,Control,2.901501144681658,3.500443696975708,3.2317050865718295,3.380068165915353,3.7770205565861295,4.037458794457572,2.8733701365334645,3.4970213004520962,3.241168907710484,3.1090829031808034,3.6881608622414723,3.5446314130510603,3.3815904004233226,3.7067149026053294,4.164926324571882,3.147263901574271,3.6066995348249162,3.812568017414638
006-4.mp3,Control,3.0624140977859495,3.935775089263916,3.1387582778930665,3.6344791889190673,3.9879039764404296,4.207626748085022,3.545916271209717,3.938935136795044,4.098599290847778,3.3208208084106445,3.8826037645339966,3.6846375942230223,3.619649147987366,3.901644206047058,4.32029230594635,3.523243045806885,3.901643967628479,4.104813909530639
013-0.mp3,Control,1.1433443512235368,1.4767640829086304,1.4552939959934779,2.3582494940076555,2.8284140825271606,4.099389008113316,2.0022930588041032,2.5991529396602084,4.024705171585083,2.033494302204677,2.4669719764164517,3.3996760163988387,2.1782541956220354,2.5902624130249023,4.080251387187412,2.105458753449576,2.541869248662676,3.7332285812922885
013-2.mp3,Control,1.6440159678459167,2.0978652238845825,1.8351873358090718,2.6664881507555642,3.0542338689168296,4.268635670344035,2.74015736579895,3.196989973386129,4.139978130658467,2.6088109413782754,3.0851803620656333,3.9295503298441568,2.8043452501296997,3.172743320465088,4.323448499043782,2.5396949450174966,2.949711561203003,4.0112026532491045
013-3.mp3,Control,2.4518890721457347,3.2054391588483537,2.984562839780535,2.8521296296800887,3.30483569417681,4.235126188823155,2.7077046803065707,3.273251840046474,3.922168629510062,2.7848215784345354,3.2858310426984514,4.075740235192435,2.8630070005144392,3.256700107029506,4.345616476876395,2.8741001742226735,3.373946189880371,4.096999032156808
013-4.mp3,Control,2.784786581993103,3.796276887257894,2.8275882800420127,3.5252300103505454,3.777398467063904,4.386515061060588,3.6248879035313926,3.860962907473246,4.439238866170247,3.2066306670506797,3.6148958603541055,3.9154669841130576,3.3394778966903687,3.5563869078954062,4.31050165494283,3.5963149070739746,3.824688951174418,4.4143838087717695
015-0.mp3,Control,1.643465084689004,2.1963012644222806,2.1161058119365146,2.340583954538618,2.824591951710837,3.5428156426974704,1.743931029524122,2.3608541744095937,2.432967015675136,2.0624731608799527,2.5718807067189897,3.0352570499692644,2.5534010359219144,2.947816388947623,4.075915353638785,2.35039199250085,2.8572131395339966,3.547344820840018
015-1.mp3,Control,1.8353074680675159,2.5032307343049482,2.617486932060935,2.396043972535567,2.9346924261613325,4.030124165795066,2.1911744421178643,2.817828720266169,4.084564035589045,2.213121435858987,2.7914687286723745,3.478996016762473,2.0438397364182905,2.577556848526001,3.9252267967570913,2.033920244737105,2.6314499378204346,3.0361696806820957
015-2.mp3,Control,2.2413622736930847,2.959412068128586,2.3756801386674247,2.9946570098400116,3.516073306401571,3.6066813667615256,2.651715119679769,3.3376835783322654,3.010951360066732,2.49769319097201,3.188555190960566,2.7268035312493644,3.1411166290442147,3.4731184442838035,3.991924464702606,2.9992034236590066,3.5112516283988953,3.6186914245287576
015-3.mp3,Control,3.311753213405609,3.8730675280094147,3.7103263437747955,3.7349546253681183,4.023769408464432,4.394988238811493,3.368425577878952,3.8947417736053467,3.811198353767395,3.436365693807602,3.862044334411621,4.041073679924011,3.5880743861198425,3.849410116672516,4.385691523551941,3.515559047460556,3.8965964317321777,4.131335020065308
015-4.mp3,Control,3.2881084283192954,3.9415705733829074,3.5276020103030734,3.789035346772936,4.072896162668864,4.366154670715332,3.6887423992156982,4.0067979494730634,4.2571521864997015,3.4257433679368763,3.885580062866211,3.865548610687256,3.679928912056817,3.919726530710856,4.351800441741943,3.670961512459649,3.9821283552381725,4.269746780395508
017-4.mp3,Control,3.186947673559189,3.903632164001465,3.353735168774923,3.7133349776268005,4.023466606934865,4.29102102915446,3.355807880560557,3.8854434490203857,3.7210980455080667,3.379660487174988,3.908819317817688,3.7573472261428833,3.6490344206492105,3.901151160399119,4.345404426256816,3.6542007327079773,3.9600695172945657,4.27631002664566
021-0.mp3,Control,1.7847357273101807,2.4189680576324464,1.8877115964889526,2.5622463703155516,2.9900021314620973,3.139160466194153,2.6151432037353515,3.103627109527588,3.179542326927185,2.0813705682754517,2.8186808586120606,2.327475905418396,2.8987430572509765,3.2909512519836426,3.877980613708496,2.8786712408065798,3.3867445468902586,3.474958372116089
021-1.mp3,Control,2.190265250205994,2.884654140472412,2.9134998321533203,2.8547011494636534,3.285127806663513,4.1603310108184814,2.4524847984313967,3.0086954116821287,3.9492209196090697,2.620767426490784,3.1635106563568116,3.6797046184539797,2.968230366706848,3.3607256174087525,4.290948700904846,2.653947114944458,3.2414774894714355,3.6635940074920654
021-2.mp3,Control,2.00730237364769,2.6540656685829163,2.5573600828647614,2.6903207898139954,3.1354348063468933,4.014696776866913,2.512808680534363,2.963234603404999,3.946781098842621,2.5305551886558533,3.0194764137268066,3.7901905179023743,2.894214630126953,3.2665213346481323,4.232141852378845,2.60632985830307,3.039833664894104,3.855107367038727
021-3.mp3,Control,2.8418633341789246,3.573263704776764,3.165083944797516,3.0611625015735626,3.5238274335861206,3.8430768847465515,3.0470410585403442,3.6426419615745544,3.595569431781769,3.024324357509613,3.676628053188324,3.5228747725486755,3.0923290252685547,3.393638491630554,4.108389616012573,3.1914247274398804,3.5572113394737244,4.0508124232292175
021-4.mp3,Control,2.8496387004852295,3.509330630302429,3.1974557638168335,3.055810272693634,3.34641832113266,4.057567238807678,2.9911651015281677,3.3055789470672607,3.9533286094665527,2.848040997982025,3.2263490557670593,3.8350613713264465,2.844138026237488,3.033913493156433,4.142016649246216,3.0239227414131165,3.2840062379837036,4.128518283367157
022-0.mp3,Control,1.6648928778512138,2.215850864137922,1.7946429933820451,3.0766543660845076,3.3801123755318776,4.17158716065543,3.051640135901315,3.3158141544886996,4.234372275216239,2.87703732081822,3.301729781287057,3.763775144304548,2.959816115243094,3.2019128799438477,4.164375134876797,2.935577699116298,3.558070421218872,3.3575383254459927
022-1.mp3,Control,1.6045815587043761,2.1923391342163088,2.2731674671173097,2.8604382991790773,3.270473003387451,4.261869430541992,1.869816207885742,2.4847667694091795,3.584940767288208,2.6473020553588866,3.1062299251556396,4.080087614059448,2.596951985359192,3.0344276428222656,4.256818103790283,2.13721821308136,2.75221643447876,3.2347041606903075
022-2.mp3,Control,1.5793445507685344,2.0596126119295755,1.918662925561269,2.8218040068944297,3.238225817680359,3.9275392293930054,2.030664324760437,2.6093843380610147,3.6462692419687905,2.464641054471334,2.967794179916382,3.4379679361979165,2.794312675793966,3.144856015841166,4.147733290990193,2.561126232147217,3.056369662284851,3.600294550259908
028-1.mp3,Control,1.7780865281820297,2.454458460211754,2.295335531234741,2.7918128967285156,3.287053346633911,4.128095597028732,2.159379929304123,2.785228043794632,4.068023979663849,2.6263446509838104,3.130844473838806,3.930576056241989,2.4830288887023926,2.895823210477829,4.182358205318451,2.6226440966129303,3.152307868003845,3.880918174982071
028-4.mp3,Control,2.918873891234398,3.564846858382225,3.1217050552368164,3.6296696066856384,3.883950352668762,4.3536160588264465,3.566279172897339,3.8342482149600983,4.298289179801941,3.3741383254528046,3.704815298318863,4.119937419891357,3.4990977942943573,3.7365782856941223,4.3328114449977875,3.512659341096878,3.7576364874839783,4.293340682983398
034-0.mp3,Control,1.9147037592801182,2.637910571965304,2.3096333850513804,2.7846462726593018,3.2308320348913018,4.223959489302202,2.8176577307961206,3.259952024980025,4.183793696490201,2.69417743249373,3.20052077553489,3.983564615249634,2.714508977803317,3.0851314176212656,4.208517508073286,2.841745549982244,3.301475936716253,4.035438255830244
034-1.mp3,Control,1.7320816687175207,2.30591835294451,3.2678630692618236,2.280253154890878,2.7966014998299733,4.012496505464826,1.8869315726416451,2.5611110755375455,3.6903092179979597,2.131177510534014,2.6747744594301497,3.96088661466326,2.0631066390446255,2.5627610002245222,4.11946828024728,1.9365605797086443,2.5098506893430437,3.621678965432303
034-2.mp3,Control,1.0169566529137748,1.080876691000802,1.0633938482829504,3.259600673403059,3.5814946719578336,4.224183763776507,2.998585053852626,3.2927074091775075,4.052130017961774,1.8714084795543127,2.0576855625425066,3.416620765413557,2.5879485266549245,2.7707600593566895,4.178782735552106,2.4671768290655955,2.766289166041783,3.703329937798636
034-3.mp3,Control,2.490542101860046,3.2044605016708374,2.931610178947449,2.967275071144104,3.3804877042770385,4.146138739585877,3.0189361333847047,3.449146580696106,4.1596537828445435,2.9094860553741455,3.360099506378174,3.9722907304763795,3.079693627357483,3.441852331161499,4.313082218170166,2.8029108881950378,3.328622341156006,3.886983132362366
034-4.mp3,Control,2.886196053028107,3.596691370010376,2.9422189354896546,3.62110812664032,3.8651941776275636,4.258873081207275,3.6442076206207275,3.8934802293777464,4.278450655937195,3.4223886251449587,3.840456008911133,3.890327000617981,3.543216848373413,3.738295888900757,4.317059898376465,3.424994373321533,3.830390214920044,3.866649699211121
042-1.mp3,Control,1.9083086997270584,2.565327510237694,2.2846631705760956,2.778930142521858,3.1962532699108124,4.085961848497391,2.656127482652664,3.1264302730560303,4.025475382804871,2.6058206856250763,3.075392097234726,3.840212821960449,2.845889776945114,3.1958189606666565,4.259531140327454,2.800307661294937,3.143616735935211,4.139349013566971
042-2.mp3,Control,1.8844225406646729,2.5630943179130554,2.204338033994039,2.822589715321859,3.193790157636007,4.239918788274129,2.534205516179403,3.0580915609995523,3.9008771181106567,2.4446553786595664,3.0586156447728476,3.512178619702657,2.7417845328648887,3.056720236937205,4.215073664983113,2.6411232352256775,3.021078666051229,4.078454653422038
042-3.mp3,Control,2.211670776208242,2.802989403406779,3.417823553085327,2.6411627332369485,3.072004715601603,4.208394368489583,2.0444000164667764,2.675054947535197,3.140110731124878,2.4738650719324746,2.984737197558085,4.003430684407552,2.648996571699778,3.0267736117045083,4.319954554239909,2.2851717869440713,2.806022842725118,3.6176453034083047
042-4.mp3,Control,2.7415016651153565,3.5162442207336424,3.1275641918182373,3.262141704559326,3.6352062702178953,4.293435287475586,3.2861741065979,3.6305520057678224,4.328563499450683,2.959098696708679,3.464468240737915,3.7387107849121093,3.1103204250335694,3.4107540130615233,4.26441650390625,3.2407877445220947,3.57041711807251,4.2391008853912355
045-0.mp3,Control,1.246281584103902,1.5710302790006,1.376873403787613,2.674457232157389,3.107719977696737,4.111412028471629,2.1503137151400247,2.755748132864634,3.9985557198524475,2.6004818876584372,3.1078419287999473,3.7429630359013877,2.4745545983314514,2.8328932325045266,4.084345539410909,2.5713594953219094,2.9684582352638245,3.9681312243143716
